,Authors,ArticleTitle,Date,Abstract,Keywords,Affiliations
210,"BC. Hansen, ","""Investigation and treatment of type 2 diabetes in nonhuman primates."", ",2012,"""Nonhuman primates provide the ideal animal model for discovering and examining further the mechanisms underlying human type 2 diabetes mellitus. In all aspects studied to date the nonhuman primate has been shown to develop the same disease with the same features that develop in overweight middle-aged humans. This includes the progressive development of the known complications of diabetes, all of which are extraordinarily like those identified in humans. In addition, for the development and evaluation of new therapeutic agents, the translation of findings from nonhuman primates to application in humans has been highly predictable. Both therapeutic efficacy and identification of potential adverse responses can be effectively examined in nonhuman primates due to their great similarity to humans at the molecular, biochemical, and physiological levels. This chapter provides guidance for the development and management of a colony of monkeys with naturally occurring type 2 diabetes mellitus.""",,"""Departments of Internal Medicine and Pediatrics, University of South Florida, Tampa, FL, USA. bchansen@aol.com"", "
211,"K. Bono, D. Shihora and A. Modak, ","""Generalizability and effect size of the impact of uncontrolled hypertension in patients with type 2 diabetes mellitus."", ",May. 2022,,"ADA guidelines, hypertension, type 2 diabetes mellitus, ","""Department of Medicine, New Jersey Medical School, Rutgers University, Newark, New Jersey, USA."", ""Department of Medicine, New Jersey Medical School, Rutgers University, Newark, New Jersey, USA."", ""Department of Medicine, New Jersey Medical School, Rutgers University, Newark, New Jersey, USA."", ""Center for Advanced Biotechnology and Medicine, Robert Wood Johnson Medical School, Rutgers University, Piscataway, New Jersey, USA."", "
212,"F. Javier García-Soidán and F. Javier Ampudia-Blasco, ","""Introduction. The challenge of managing type 2 diabetes in primary care."", ",Sep. 2010,,,
213,"S. Genuth, ","""For aggressive preventive management of type 2 diabetes. What is the evidence and is it enough?,"" ",Nov. 1998,,,"""Mt. Sinai Medical Center, Cleveland, OH 44106, USA."", "
214,"E. Mannucci and M. Monami, ","""Reply to: Flaws in the meta-analysis of comparison between different types of exercise training in patients with type 2 diabetes mellitus: A letter to the editor."", ",Jul. 2022,,,"""Diabetology, Careggi Hospital and University of Florence, Italy."", ""Diabetology, Careggi Hospital and University of Florence, Italy. Electronic address: matteo.monami@unifi.it."", "
215,"G. Slama, ","""XIV. Current approaches and perspectives for the treatment of type 2 diabetes."", ",Dec. 2002,,,"""Service de Diabétologie, Hôtel-Dieu, 1 place du Parvis Notre Dame, 75181 Paris Cedex 04."", "
216,"A. Smyth, M. Jenkins, M. Dunham, Y. Kutzer, S. Taheri and L. Whitehead, ","""Systematic review of clinical practice guidelines to identify recommendations for sleep in type 2 diabetes mellitus management."", ",Dec. 2020,"""Sleep quality, quantity and timing have been shown to impact glycaemic control, with a role in insulin sensitivity, glucose tolerance and HbA1C levels, in both diabetic and non-diabetic populations. The aim of this study was to identify recommendations for sleep assessment and management in international clinical practice guidelines focused on type 2 diabetes mellitus management in adults.""","Clinical practice guidelines, Sleep assessment, Sleep hygiene, Sleep management, Type 2 diabetes mellitus management, ","""School of Nursing & Midwifery, Edith Cowan University, 270 Joondalup Drive, Joondalup, Western Australia 6027, Australia. Electronic address: Aisling.smyth@ecu.edu.au."", ""School of Nursing & Midwifery, Edith Cowan University, 270 Joondalup Drive, Joondalup, Western Australia 6027, Australia."", ""School of Nursing & Midwifery, Edith Cowan University, 270 Joondalup Drive, Joondalup, Western Australia 6027, Australia."", ""School of Nursing & Midwifery, Edith Cowan University, 270 Joondalup Drive, Joondalup, Western Australia 6027, Australia."", ""Department of Medicine, Weill Cornell Medicine Qatar, Qatar Foundation - Education City, PO 24144, Doha, Qatar."", ""School of Nursing & Midwifery, Edith Cowan University, 270 Joondalup Drive, Joondalup, Western Australia 6027, Australia."", "
217,"JJ. Gorgojo Martínez, ","""Glucocentricity or adipocentricity: a critical view of consensus and clinical guidelines for the treatment of type 2 diabetes mellitus."", ",Dec. 2011,"""Eighty percent of patients with type 2 diabetes mellitus (T2DM) are overweight or obese, which in turn is associated with other cardiovascular risk factors and an increased risk of cancer. Large intervention studies focused on intensive glycemic control have failed to show a reduction of cardiovascular events in T2DM patients. The two major concerns in these studies were weight gain and severe hypoglycemia in the arms of intensive intervention, which could have mitigated the potential beneficial effect of glycemic control. On the contrary, weight loss in diabetic patients through changes in lifestyle, drugs and/or surgery simultaneously improves all cardiovascular risk factors including hyperglycemia. Bariatric surgery has shown an early resolution of T2DM in a large percentage of patients and a decrease of diabetes-specific mortality. Despite this, all consensus and recommendations for the treatment of T2DM focus their decisions on the glycated hemoglobin value. This article aims to open a debate on the need to replace the glucose-centered therapeutic strategy for a weight-centered strategy.""",,"""Unidad de Endocrinología y Nutrición, Hospital Universitario Fundación Alcorcón, Alcorcón, Madrid, España. jjgorgojo@fhalcorcon.es"", "
218,"S. Down, ","""Type 2 diabetes: prevention, diagnosis and management."", ",,,,
219,"J. Mann, ","""Gene nutrient interactions in type 2 diabetes--a clinical perspective."", ",Jan. 2002,,,"""University of Otago, Dunedin, New Zealand. human-nutrition@otago.ac.nz"", "
220,"CM. Clark, ","""Combating sloth as well as gluttony: the role of physical fitness in mortality among men with type 2 diabetes."", ",Apr. 2000,,,
221,"YN. Chen, YL. Chen, WM. Chen, M. Chen, BC. Shia, JY. Ko and SY. Wu, ","""H1-antihistamine use and head and neck cancer risk in type 2 diabetes mellitus."", ",2023,"""This study aimed to examine the association between the use of H1-antihistamines (AHs) and head and neck cancer (HNC) risk in patients with type 2 diabetes mellitus (T2DM). Data from the National Health Insurance Research Database of Taiwan were analyzed for the period from 2008 to 2018. A propensity-score-matched cohort of 54,384 patients each in the AH user and nonuser groups was created and analyzed using Kaplan-Meier method and Cox proportional hazards regression. The results showed that the risk of HNC was significantly lower in AH users (adjusted hazard ratio: 0.55, 95% CI: 0.48 to 0.64) and the incidence rate was also lower (5.16 vs. 8.10 per 100,000 person-years). The lower HNC incidence rate in AH users (95% CI: 0.63; 0.55 to 0.73) suggests that AH use may reduce the risk of HNC in T2DM patients.""","H1-Antihistamine, Head and neck cancer, Incidence, Incidence rate, Type 2 diabetes, ","""Department of Otorhinolaryngology, Lo-Hsu Medical Foundation, Lotung Poh-Ai Hospital, Yilan, Taiwan."", ""Department of Otorhinolaryngology, Lo-Hsu Medical Foundation, Lotung Poh-Ai Hospital, Yilan, Taiwan."", ""Graduate Institute of Business Administration, College of Management, Fu Jen Catholic University, Taipei, Taiwan."", ""Artificial Intelligence Development Center, Fu Jen Catholic University, Taipei, Taiwan."", ""Graduate Institute of Business Administration, College of Management, Fu Jen Catholic University, Taipei, Taiwan."", ""Artificial Intelligence Development Center, Fu Jen Catholic University, Taipei, Taiwan."", ""Graduate Institute of Business Administration, College of Management, Fu Jen Catholic University, Taipei, Taiwan."", ""Artificial Intelligence Development Center, Fu Jen Catholic University, Taipei, Taiwan."", ""Department of Otorhinolaryngology, Lo-Hsu Medical Foundation, Lotung Poh-Ai Hospital, Yilan, Taiwan."", ""Department of Otolaryngology, National Taiwan University Hospital and National Taiwan University College of Medicine, Taipei, Taiwan."", ""Graduate Institute of Business Administration, College of Management, Fu Jen Catholic University, Taipei, Taiwan."", ""Artificial Intelligence Development Center, Fu Jen Catholic University, Taipei, Taiwan."", ""Department of Food Nutrition and Health Biotechnology, College of Medical and Health Science, Asia University, Taichung, Taiwan."", ""Division of Radiation Oncology, Lo-Hsu Medical Foundation, Lotung Poh-Ai Hospital, Yilan, Taiwan."", ""Big Data Center, Lo-Hsu Medical Foundation, Lotung Poh-Ai Hospital, Yilan, Taiwan."", ""Department of Healthcare Administration, College of Medical and Health Science, Asia University, Taichung, Taiwan."", ""Cancer Center, Lo-Hsu Medical Foundation, Lotung Poh-Ai Hospital, Yilan, Taiwan."", ""Centers for Regional Anesthesia and Pain Medicine, Taipei Municipal Wan Fang Hospital, Taipei Medical University, Taipei, Taiwan."", ""Department of Management, College of Management, Fo Guang University, Yilan, Taiwan."", "
222,"MV. Shestakova, IA. Sklyanik and II. Dedov, ","""Is it possible to achieve sustained remission or cure of type 2 diabetes mellitus in the 21st century?."", ",2017,"""A practitioner has a wide range of the hypoglycemic drugs for type 2 diabetes mellitus (T2DM) treatment, which can be used within a normal or near-normal range for long-term glycemic control. However, the question remains whether there are ways to achieve not only satisfactory glycemic control, but also T2DM remission (or even complete cure). The review presents an update on the concept of T2DM remission and describes the ways of its possible achievement with non-drug and drug treatments and surgery. The mechanisms of T2DM remission are given.""","diabetes mellitus, diabetes remission, gastrointestinal hormones, metabolic surgery, weight loss, ","""Endocrinology Research Center, Ministry of Health of Russia, Moscow, Russia; M.V. Lomonosov Moscow State University, Moscow, Russia."", ""Endocrinology Research Center, Ministry of Health of Russia, Moscow, Russia; M.V. Lomonosov Moscow State University, Moscow, Russia."", ""Endocrinology Research Center, Ministry of Health of Russia, Moscow, Russia; M.V. Lomonosov Moscow State University, Moscow, Russia."", "
