,Authors,ArticleTitle,Date,Abstract,Keywords,Affiliations
293,"G. Lagger, M. Chambouleyron, JC. Correia, F. Sittarame, G. Miganne, A. Lasserre Moutet and A. Golay, ","""The cure of type 2 diabetes and patient education."", ",Mar. 2015,"""Type 2 diabetes is a potentially reversible disease. Patient education encompasses a deep investment of the health care providers, who with the aid of pedagogic tools, help the pa tient commit to this path. This facilitates the learning of uncommon knowledge and skills required. Whether or not it leads to a complete remission of the disease may not be the main purpose. The main goal lies in the patient's motivation to learn and change on a long term basis.""",,
294,"H. Alberti, ","""'Sokkor': research into the contextual facilitators barriers involved in the management of patients with type 2 diabetes mellitus must now intensify extend into all cultures worldwide."", ",Feb. 2003,,,
295,"M. Motta, E. Bennati, E. Cardillo, L. Ferlito and M. Malaguarnera, ","""Pathogenesis of senile diabetes."", ",Sep. 2008,,,
296,"J. Allwinkle, ","""Goals in the management of type 2 diabetes."", ",Jun. 1999,,,"""Royal Infirmary of Edinburgh."", "
297,"A. Norkus, R. Ostrauskas and R. Sulcaite, ","""The economic estimates of well-timed diagnostics and early treatment of type 2 diabetes mellitus."", ",2005,"""Type 2 diabetes mellitus is a severe, high-priced, and to date not curable, however, controllable disease. When diabetes mellitus is not treated or is poorly controlled, complications of small and large blood vessels arise, and the mortality increases. The costs of treatment of diabetes-related complications are very high. Estimates performed in other countries show that expenses on treatment of diabetes-related complications are considerably higher than the expenses paid for diabetes control itself. Type 2 diabetes mellitus is often diagnosed too late, when complications requiring expensive treatment are already present.""",,"""Institute of Endocrinology, Kaunas University of Medicine, Kaunas, Lithuania. cdkaunas@takas.lt; A.Norkus@takas.lt"", "
298,"KM. Narayan, JB. Echouffo-Tcheugui, V. Mohan and MK. Ali, ","""Analysis & commentary: Global prevention and control of type 2 diabetes will require paradigm shifts in policies within and among countries."", ",Jan. 2012,"""Continued increases in the prevalence of and disproportionate health spending associated with type 2 diabetes argue for policies focused on preventing that condition and treating it appropriately, even as we strive to improve coordination of care for coexisting chronic diseases. This article argues that four policy paradigm shifts will be necessary to achieve that specific emphasis on type 2 diabetes: conceptually integrating primary and secondary prevention along a clinical continuum; recognizing the central importance of early detection of prediabetes and undiagnosed diabetes in implementing cost-effective prevention and control; integrating community and clinical expertise, and resources, within organized and affordable service delivery systems; and sharing and adopting evidence-based policies at the global level.""",,"""Emory University, Atlanta, Georgia, USA. knaraya@emory.edu"", "
299,"KA. Demasio, ","""Strip of the Month: Pregnancy Complicated by Type 2 Diabetes Mellitus."", ",May. 2019,,,"""Department of Obstetrics and Gynecology and Women's Health, Albert Einstein College of Medicine/ Montefiore Medical Center. Bronx, NY."", "
300,"S. Lee, A. Chiu, A. Tsang, CC. Chow and WB. Chan, ","""Treatment-related stresses and anxiety-depressive symptoms among Chinese outpatients with type 2 diabetes mellitus in Hong Kong."", ",Dec. 2006,"""Based on focus group findings, a descriptive instrument was developed to examine the relationship among treatment-related stress, anxiety and depressive symptoms, distress, and impairment of 333 Chinese outpatients with type 2 diabetes mellitus (DM) in Hong Kong. It was found that the main stresses included fears of diabetes complications, work impairment, lifestyle adjustment, stigmatization, and discrimination. Over 1/4 of patients concealed their DM from family members in order not to make the latter worry. 28.3% felt that life was not worth living. 33.6% of patients exhibited four or more anxiety and depressive symptoms accompanied by significant distress and/or impairment. These patients were more likely to be female, of lower educational level, and unemployed. Diabetes complications, concealment of DM, and feeling of being a burden to the family predicted anxious-depressed status. The study showed that treatment-related stresses and anxiety-depressive symptoms were common and associated among Chinese diabetes outpatients in Hong Kong.""",,"""Department of Psychiatry, The Chinese University of Hong Kong, HKSAR, PR China. singlee@cuhk.edu.hk"", "
301,"EP. Haltiwanger, ","""Effect of a group adherence intervention for Mexican-American older adults with type 2 diabetes."", ",2012,"""I evaluated the effect of a culturally tailored, peer-led support group intervention on improvement in adherence behaviors of Mexican-American older adults with type 2 diabetes mellitus and obtained feedback on the cultural relevance of the manual that structured the intervention.""",,"""Occupational Therapy, College of Health Sciences, University of Texas at El Paso, 500 West University, El Paso, TX 79968, USA. emilyh@utep.edu"", "
302,"H. Fischer, ","""Diabetes, sport and exercise."", ",May. 2011,"""Physical activity is an essential element in the therapy of type 2 Diabetes mellitus. For physicians and therapists, it is of vital importance to motivate each patient to include exercise into routine daily life. Individual therapy plans are, thus, required.""",,"""Zentrum für Ambulante Rehabilitation, Herz und Kreislauf Dresden, Forststraße 5, Dresden, Germany. dr.fischer@reha-herz.de"", "
303,"S. Saydah, G. Imperatore and L. Geiss, ","""Re: ""Prevalence of diagnosed and undiagnosed type 2 diabetes mellitus among US adolescents: results from the continuous NHANES, 1999-2010""."", ",Feb. 2014,,,"""Division of Diabetes Translation, Centers for Disease Control and Prevention, Atlanta, GA 30341."", "
304,"D. Dabelea, JM. Lawrence, C. Pihoker, L. Dolan, RB. D'Agostino, S. Marcovina and EJ. Mayer-Davis, ","""Re: ""Prevalence of diagnosed and undiagnosed type 2 diabetes mellitus among US adolescents: results from the continuous NHANES, 1999-2010""."", ",Feb. 2014,,,"""Department of Epidemiology, Colorado School of Public Health, Aurora, CO 80045."", "
305,"PC. Ligtenberg, GL. Godaert, EF. Hillenaar and JB. Hoekstra, ","""Influence of a physical training program on psychological well-being in elderly type 2 diabetes patients. Psychological well-being, physical training, and type 2 diabetes."", ",Dec. 1998,,,
306,"Y. Uchigata, ","""Pathogenesis, diagnosis, and treatment of type 2 diabetes in adolescence."", ",Apr. 2016,,,
307,"B. Charbonnel, ","""Introduction. Diabetes type 2."", ",Jan. 1999,,,"""Clinique d'endocrinologie maladies métaboliques et nutrition Centre hospitalier universitaire de Nantes Hôtel-Dieu, Nantes."", "
308,"MA. Diosdado and A. Barnett, ","""The major challenge of daily glycemic control in patients with type 2 diabetes mellitus. Introduction."", ",Sep. 2010,,,
309,"JF. Caro and EB. Fisher, ","""A solution might be within people with diabetes themselves."", ",Jun. 2010,,,
310,"CM. Clark, JE. Fradkin, RG. Hiss, RA. Lorenz, F. Vinicor and E. Warren-Boulton, ","""Promoting early diagnosis and treatment of type 2 diabetes: the National Diabetes Education Program."", ",Jul. 2000,,,"""National Diabetes Education Program, Box JAMA Reprint, 1 Diabetes Way, Bethesda, MD 20892-3600, USA."", "
311,"D. Spero, ","""Dogs for Diabetes."", ",2016,,,
312,"A. Balasubramanyam, ","""The villain with a thousand faces."", ",2014,,,"""Baylor College of Medicine, Houston, Texas."", "
313,"D. Raccah, ","""Comment on: Evans JMM, Ogston SA, Emslie-Smith A, Morris AD (2006) Risk of mortality and adverse cardiovascular outcomes in type 2 diabetes: a comparison of patients treated with sulfonylureas and metformin. Diabetologia 49:930-936."", ",May. 2007,,,
314,"D. Wilkins, ","""Dominique Wilkins."", ",Oct. 2014,,,
315,"IJ. Halperin, NM. Ivers and R. Wong, ","""Re: Leiter LA, Berard L, Bowering CK, et al. Type 2 Diabetes mellitus management in Canada: is it improving? Can J Diabetes 37;2:82-9."", ",Aug. 2013,,,"""Sunnybrook Health Science Center, University of Toronto, Toronto, Ontario, Canada."", ""Women's College Hospital, University of Toronto, Toronto, Ontario, Canada."", ""University Health Network, University of Toronto, Toronto, Ontario, Canada."", "
316,"T. Pieber, ","""""Diabetes mellitus""."", ",2003,,,
317,,"""Tight control for type 2 diabetes."", ",Oct. 1998,,,
318,"L. Perreault, ","""EMPA-REG OUTCOME: The Endocrinologist's Point of View."", ",Jun. 2017,"""For many years, it was widely accepted that control of plasma lipids and blood pressure could lower macrovascular risk in patients with type 2 diabetes mellitus (T2DM), whereas the benefits of lowering plasma glucose were largely limited to improvements in microvascular complications. The Empagliflozin Cardiovascular Outcome Event Trial in Type 2 Diabetes Mellitus Patients-Removing Excess Glucose (EMPA-REG OUTCOME) study demonstrated for the first time that a glucose-lowering agent, the sodium glucose cotransporter 2 (SGLT2) inhibitor empagliflozin, could reduce major adverse cardiovascular events, cardiovascular mortality, hospitalization for heart failure, and overall mortality when given in addition to standard care in patients with T2DM at high cardiovascular risk. These results were entirely unexpected and have led to much speculation regarding the potential mechanisms underlying cardiovascular benefits. In this review, the results of EMPA-REG OUTCOME are summarized and put into perspective for the endocrinologist who is treating patients with T2DM and cardiovascular disease.""","Cardiovascular outcomes, EMPA-REG OUTCOME, Empagliflozin, Major adverse cardiovascular events, Type 2 diabetes mellitus, ","""University of Colorado Anschutz Medical Campus, Aurora. Electronic address: leigh.perreault@ucdenver.edu."", "
319,"T. Urakami, ","""Diagnosis and treatment in children with type 2 diabetes mellitus."", ",Apr. 2016,,,
320,"AL. Rosenbloom, JH. Silverstein, S. Amemiya, P. Zeitler and GJ. Klingensmith, ","""ISPAD Clinical Practice Consensus Guidelines 2006-2007. Type 2 diabetes mellitus in the child and adolescent."", ",Oct. 2008,,,"""Division of Endocrinology, Department of Pediatrics, University of Florida College of Medicine, Gainesville, FL 32608, USA. rosenal@peds.ufl.edu"", "
321,"TJ. Songer, ","""The economic costs of NIDDM."", ",Dec. 1992,,,"""Department of Epidemiology, Graduate School of Public Health, University of Pittsburgh, PA 15261."", "
